ticker,wall_ns,side_id,level,tte_bucket,asset,asset_id,source,quality_tier,has_rti,has_tick,has_book_quote,has_valid_tte,has_valid_prices,has_valid_spread,rti_join_lag_ms,tick_join_lag_ms,wall_time_utc,hour_utc,day_of_week_utc,side,tte_s,yes_bid,yes_ask,no_bid,no_ask,entry_cost,market_implied_yes_ask,kalshi_spread,tick_spread,microprice_x1000,imbalance_x10000,yes_bid_qty,no_bid_qty,book_seq,cb_mid_cents,signal_rvol_1m_microbps,signal_rvol_5m_microbps,signal_strike_dist_bps,volume,rti_cents,rti_vs_strike_bps,rti_abs_vs_strike_bps,rti_change_5s,rti_change_15s,rti_change_30s,rti_change_60s,consolidated_bid_cents,consolidated_ask_cents,median_mid_cents,floor_strike_cents,eligible_venues,published,utilized_depth_lots,dynamic_cap_lots,result_yes,won,fee_cents,pnl_cents,_is_clean,_reject_reasons,trade_last_age_s,trade_last_yes_price,trade_last_no_price,trade_30s_count,trade_30s_volume,trade_30s_vwap_yes,trade_30s_vwap_no,trade_30s_yes_taker_vol,trade_30s_no_taker_vol,trade_30s_net_yes_pressure,trade_30s_yes_taker_share,trade_30s_avg_size,trade_30s_signal_side_pressure,trade_30s_entry_vs_vwap,trade_30s_signal_side_vwap_edge,trade_60s_count,trade_60s_volume,trade_60s_vwap_yes,trade_60s_vwap_no,trade_60s_yes_taker_vol,trade_60s_no_taker_vol,trade_60s_net_yes_pressure,trade_60s_yes_taker_share,trade_60s_avg_size,trade_60s_signal_side_pressure,trade_60s_entry_vs_vwap,trade_60s_signal_side_vwap_edge,trade_300s_count,trade_300s_volume,trade_300s_vwap_yes,trade_300s_vwap_no,trade_300s_yes_taker_vol,trade_300s_no_taker_vol,trade_300s_net_yes_pressure,trade_300s_yes_taker_share,trade_300s_avg_size,trade_300s_signal_side_pressure,trade_300s_entry_vs_vwap,trade_300s_signal_side_vwap_edge,trade_900s_count,trade_900s_volume,trade_900s_vwap_yes,trade_900s_vwap_no,trade_900s_yes_taker_vol,trade_900s_no_taker_vol,trade_900s_net_yes_pressure,trade_900s_yes_taker_share,trade_900s_avg_size,trade_900s_signal_side_pressure,trade_900s_entry_vs_vwap,trade_900s_signal_side_vwap_edge,trade_has_prior,trade_30s_price_momentum,trade_60s_price_momentum,trade_300s_price_momentum,trade_900s_price_momentum,trade_volume_burst_30s_vs_5m,trade_count_burst_30s_vs_5m,trade_pressure_accel_30s_vs_5m,trade_staleness_penalty,day_utc
KXBTC15M-26APR292100-00,1777510560626344704,0,92,3,BTC,0,signals,B,0,1,1,1,1,1,,2005.750528,2026-04-30T00:56:00.626345+00:00,0,3,YES,239,99,99,1,1,99,0.99,0.0,-1.0,-1.0,0.0,0.0,0.0,0,7627046.0,0.0,2.0,27.0,267930.0,,,,,,,,,,,7605782.0,,,,,1,1,1,0,1,,6.549537704,99.7,0.3,14.0,2201.7300000000105,99.7650733741185,0.2349266258803957,1841.0,360.7299999999959,1480.270000000004,0.8361606554845468,157.26642857142932,1480.270000000004,-0.7650733741185007,0.7650733741185007,32.0,2991.24000000002,99.61309724395224,0.3869027560474679,1952.3700000000024,1038.8699999999808,913.5000000000072,0.6526958719460791,93.47625000000062,913.5000000000072,-0.6130972439522537,0.6130972439522537,912.0,50366.37999999996,97.82961950015124,2.1703804998493066,15159.050000000005,35207.329999999936,-20048.27999999997,0.3009755714029877,55.22629385964908,-20048.27999999997,1.1703804998487612,-1.1703804998487612,3556.0,133965.15000000002,87.61888802423631,12.381111975763828,45901.18,88063.96999999996,-42162.78999999999,0.3426352301326127,37.67298931383578,-42162.78999999999,11.381111975763687,-11.381111975763687,1,0.1000000000000085,0.7000000000000028,5.6000000000000085,45.7,0.043714279247387,0.0153508771929824,3485.098000000001,0.132458441722884,2026-04-30
KXSOL15M-26APR292100-00,1777510570258948096,0,96,3,SOL,3,signals,B,0,1,1,1,1,1,,1003.040256,2026-04-30T00:56:10.258948+00:00,0,3,YES,229,99,99,1,1,99,0.99,0.0,-1.0,-1.0,0.0,0.0,0.0,0,8391.0,0.0,7.0,41.0,2855.0,,,,,,,,,,,8356.0,,,,,1,1,1,0,1,,36.537630096,99.1,0.8999999999999999,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,14.0,125.69000000000004,99.02123478399226,0.978765216007657,120.69000000000004,5.0,115.69,0.9602195878749304,8.977857142857147,115.69,-0.0212347839922557,0.0212347839922557,106.0,888.68,97.38006143943826,2.6199385605617285,583.6700000000001,305.01,278.66,0.6567830940270964,8.38377358490566,278.66,1.6199385605617351,-1.6199385605617351,204.0,1427.72,92.8366976718124,7.163302328187598,890.5900000000001,537.13,353.46,0.623784775726333,6.9986274509803925,353.46,6.163302328187598,-6.163302328187598,1,,0.2999999999999971,5.200000000000003,39.1,0.0,0.0,-27.866,0.0266399343123837,2026-04-30
KXXRP15M-26APR292115-15,1777511268259247360,1,85,5,XRP,2,signals,B,0,1,1,1,1,1,,1003.279616,2026-04-30T01:07:48.259247+00:00,1,3,NO,431,3,5,95,97,97,0.05,2.0,-1.0,-1.0,0.0,0.0,0.0,0,138.0,1351.0,1332.0,0.0,2417.0,,,,,,,,,,,138.0,,,,,0,1,1,2,1,,1.39715336,5.1,94.9,22.0,456.92,7.852665674516329,92.14733432548368,60.91999999999996,396.0,-335.08000000000004,0.1333274971548629,20.769090909090902,335.08000000000004,89.14733432548367,-4.852665674516331,30.0,514.92,8.628602501359437,91.37139749864056,60.91999999999996,454.0,-393.08,0.1183096403324787,17.163999999999998,393.08,88.37139749864056,-5.628602501359438,112.0,1106.49,21.163010962593425,78.83698903740657,231.25999999999996,875.23,-643.97,0.2090032444938498,9.879375,643.97,75.83698903740657,-18.163010962593432,139.0,1208.96,23.59059853096877,76.40940146903122,281.68999999999994,927.27,-645.58,0.2330019190047643,8.697553956834533,645.58,73.40940146903124,-20.590598530968776,1,-9.9,-9.9,-43.9,-15.9,0.4129454400853148,0.1964285714285714,270.68300000000005,0.4171614618765985,2026-04-30
KXXRP15M-26APR292115-15,1777511299261120000,1,86,5,XRP,2,signals,B,0,1,1,1,1,1,,996.822016,2026-04-30T01:08:19.261120+00:00,1,3,NO,400,1,2,98,99,99,0.02,1.0,-1.0,-1.0,0.0,0.0,0.0,0,138.0,1910.0,1032.0,0.0,2724.0,,,,,,,,,,,138.0,,,,,0,1,1,0,1,,1.538537,2.7,97.3,16.0,144.41999999999985,2.315863453815304,97.68413654618496,87.34000000000003,57.08000000000004,30.25999999999999,0.6047638831186825,9.02624999999999,-30.25999999999999,96.6841365461847,-1.315863453815027,45.0,610.3399999999998,6.4667185503162266,93.5332814496838,148.26,462.08,-313.82000000000005,0.2429137857587574,13.563111111111107,313.82000000000005,92.53328144968376,-5.466718550316188,119.0,1141.64,15.904722154094117,84.0952778459059,299.28,842.36,-543.08,0.2621491888861638,9.59361344537815,543.08,83.09527784590588,-14.904722154094102,162.0,1362.38,21.19742436031064,78.80257563968938,369.03,993.35,-624.32,0.270871563000044,8.409753086419752,624.32,77.80257563968937,-20.19742436031062,1,1.2000000000000002,-12.3,-41.3,-18.3,0.1265022248694858,0.134453781512605,-84.568,0.3939276835437104,2026-04-30
KXXRP15M-26APR292115-15,1777511345256228864,1,95,4,XRP,2,signals,B,0,1,1,1,1,1,,991.721216,2026-04-30T01:09:05.256229+00:00,1,3,NO,354,1,3,97,99,99,0.03,2.0,-1.0,-1.0,0.0,0.0,0.0,0,138.0,1351.0,1192.0,0.0,3361.0,,,,,,,,,,,138.0,,,,,0,1,1,0,1,,7.188781864,2.0,98.0,13.0,173.7199999999998,3.922110292424607,96.0778897075756,172.7199999999999,1.0,171.72000000000003,0.994243610407553,13.363076923076909,-171.72000000000003,95.0778897075754,-2.9221102924244065,25.0,382.3999999999997,3.4626359832636138,96.53736401673656,376.4,6.0,370.4000000000001,0.9843096234309632,15.295999999999983,-370.4000000000001,95.5373640167364,-2.462635983263453,132.0,1422.9499999999996,12.455585930637064,87.54441406936297,611.5899999999999,811.36,-199.77,0.4298042798411751,10.77992424242424,199.77,86.54441406936293,-11.455585930637028,181.0,1680.6899999999996,17.87429924614296,82.12570075385707,681.3399999999999,999.35,-318.01,0.4053930231036063,9.285580110497236,318.01,81.12570075385705,-16.874299246142925,1,-1.1,0.1,-40.0,-19.0,0.1220844021223513,0.0984848484848484,-191.69700000000003,0.1221182853088636,2026-04-30
KXXRP15M-26APR292115-15,1777511348256324352,1,96,4,XRP,2,signals,B,0,1,1,1,1,1,,997.947392,2026-04-30T01:09:08.256324+00:00,1,3,NO,351,1,2,98,99,99,0.02,1.0,-1.0,-1.0,0.0,0.0,0.0,0,138.0,0.0,843.0,0.0,3369.0,,,,,,,,,,,138.0,,,,,0,1,1,0,1,,2.437468352,2.7,97.3,15.0,177.7199999999998,3.894041188386225,96.10595881161387,176.7199999999999,1.0,175.72000000000003,0.9943731712806668,11.847999999999988,-175.72000000000003,95.10595881161376,-2.894041188386112,27.0,386.3999999999997,3.4544824016563225,96.5455175983438,380.4,6.0,374.4000000000001,0.984472049689442,14.311111111111098,-374.4000000000001,95.54551759834368,-2.454482401656193,134.0,1426.9499999999996,12.428169172010238,87.57183082798979,615.5899999999999,811.36,-195.77,0.4314026419986685,10.648880597014925,195.77,86.57183082798976,-11.428169172010216,183.0,1684.6899999999996,17.83821118425349,82.16178881574653,685.3399999999999,999.35,-314.01,0.4068048127548689,9.205956284153004,314.01,81.16178881574652,-16.838211184253467,1,-0.3999999999999999,0.8000000000000003,-39.3,-18.3,0.1245453589824449,0.1119402985074626,-195.29700000000005,0.2909117692438321,2026-04-30
KXXRP15M-26APR292115-15,1777511393256850432,1,90,4,XRP,2,signals,B,0,1,1,1,1,1,,2001.149696,2026-04-30T01:09:53.256850+00:00,1,3,NO,306,1,2,98,99,99,0.02,1.0,-1.0,-1.0,0.0,0.0,0.0,0,138.0,0.0,0.0,0.0,4218.0,,,,,,,,,,,138.0,,,,,0,1,1,0,1,,2.972677432,2.0,98.0,5.0,81.96000000000004,1.9677891654465889,98.0322108345534,33.95999999999992,47.999999999999886,-14.04,0.4143484626647133,16.392000000000007,14.04,97.0322108345534,-0.9677891654465895,26.0,537.0699999999999,3.0001303368276067,96.99986966317242,480.07,56.999999999999886,423.07,0.893868583238684,20.65653846153846,-423.07,95.9998696631724,-2.0001303368275813,134.0,1803.38,9.315821402033963,90.68417859796604,971.64,831.7399999999999,139.89999999999995,0.5387882753496213,13.458059701492536,-139.89999999999995,89.68417859796604,-8.315821402033947,197.0,2109.21,14.793802418915146,85.20619758108488,1053.86,1055.35,-1.4900000000000446,0.4996467871857236,10.706649746192891,1.4900000000000446,84.20619758108485,-13.79380241891512,1,-0.9000000000000004,-0.5,-33.0,-19.0,0.0454479921037163,0.0373134328358208,28.029999999999998,0.2517194051409709,2026-04-30
KXXRP15M-26APR292115-15,1777511411258338304,1,97,3,XRP,2,signals,B,0,1,1,1,1,1,,995.146496,2026-04-30T01:10:11.258338+00:00,1,3,NO,288,1,2,98,99,99,0.02,1.0,-1.0,-1.0,0.0,0.0,0.0,0,138.0,0.0,843.0,0.0,4304.0,,,,,,,,,,,138.0,,,,,0,1,1,0,1,,0.962782304,2.5,97.5,10.0,46.21000000000004,2.09132222462669,97.90867777537356,43.20999999999981,3.0,40.21,0.935078987232196,4.621000000000004,-40.21,96.9086777753733,-1.0913222246264525,21.0,459.73,2.678789724403463,97.32121027559656,408.7299999999998,50.999999999999886,357.73,0.8890653209492523,21.89190476190476,-357.73,96.32121027559654,-1.6787897244034298,132.0,1800.1199999999997,8.320904161944766,91.67909583805526,975.8499999999996,824.27,151.57999999999993,0.5421027487056418,13.637272727272723,-151.57999999999993,90.67909583805525,-7.320904161944739,206.0,2152.42,14.538926417706588,85.46107358229344,1094.0699999999997,1058.35,35.71999999999996,0.5082976370782654,10.448640776699028,-35.71999999999996,84.46107358229341,-13.538926417706564,1,0.5,0.3000000000000002,-23.5,-18.5,0.0256705108548319,0.0757575757575757,-25.052000000000007,0.5094808517287305,2026-04-30
KXXRP15M-26APR292115-15,1777511415260330752,1,89,3,XRP,2,signals,B,0,1,1,1,1,1,,998.157824,2026-04-30T01:10:15.260331+00:00,1,3,NO,284,3,3,97,97,99,0.03,0.0,-1.0,-1.0,0.0,0.0,0.0,0,138.0,0.0,843.0,0.0,4480.0,,,,,,,,,,,138.0,,,,,0,1,1,0,1,,1.039568752,3.1,96.9,17.0,134.21000000000004,2.6860889650547644,97.31391103494542,97.6099999999999,36.59999999999991,61.00999999999999,0.7272930482080312,7.894705882352944,-61.00999999999999,96.31391103494524,-1.68608896505458,26.0,528.53,2.745955764100436,97.2540442358996,443.92999999999984,84.5999999999998,359.3299999999999,0.8399334001854196,20.32807692307692,-359.3299999999999,96.25404423589956,-1.7459557641003869,136.0,1869.9999999999995,7.897521925133697,92.10247807486634,1030.2499999999998,839.7499999999998,190.49999999999991,0.5509358288770053,13.749999999999996,-190.49999999999991,91.1024780748663,-6.89752192513366,213.0,2240.42,14.085633943635576,85.91436605636446,1148.4699999999998,1091.9499999999998,56.519999999999946,0.5126137063586291,10.518403755868542,-56.519999999999946,84.91436605636443,-13.085633943635544,1,1.1,0.6000000000000001,-26.9,-17.9,0.0717700534759358,0.125,-41.96,0.4902997258706775,2026-04-30
KXETH15M-26APR292115-15,1777511531170558464,1,96,2,ETH,1,signals,B,0,1,1,1,1,1,,2005.287936,2026-04-30T01:12:11.170558+00:00,1,3,NO,168,1,1,99,99,99,0.01,0.0,-1.0,-1.0,0.0,0.0,0.0,0,226753.0,2.0,2.0,-22.0,20724.0,,,,,,,,,,,227269.0,,,,,0,1,1,0,1,,0.002481464,1.0,99.0,13.0,281.0,0.95264056939495,99.04735943060484,279.28999999999905,1.7100000000000364,277.5799999999998,0.9939145907473276,21.615384615384617,-277.5799999999998,98.04735943060506,0.0473594306048426,61.0,1342.6900000000023,1.500460270054859,98.4995397299448,345.4999999999991,997.19,-651.6899999999998,0.257319262078364,22.01131147540988,651.6899999999998,97.49953972994514,-0.5004602700551857,255.0,4936.669999999996,6.877803458606729,93.12219654139332,2769.2499999999977,2167.420000000001,601.8300000000003,0.56095505674878,19.35949019607842,-601.8300000000003,92.12219654139328,-5.877803458606678,668.0,10461.109999999995,24.963335248362764,75.03666475163726,5826.839999999998,4634.270000000001,1192.5700000000002,0.5570001653744201,15.66034431137724,-1192.5700000000002,74.03666475163723,-23.96333524836274,1,-0.0999999999999998,-1.0,-10.0,-49.0,0.0569209608906409,0.0509803921568627,-217.3969999999998,0.9975246784213858,2026-04-30
KXETH15M-26APR292115-15,1777511608168335616,1,89,1,ETH,1,signals,B,0,1,1,1,1,1,,2000.15232,2026-04-30T01:13:28.168336+00:00,1,3,NO,91,1,1,99,99,99,0.01,0.0,-1.0,-1.0,0.0,0.0,0.0,0,226854.0,4.0,5.0,-18.0,26662.0,,,,,,,,,,,227269.0,,,,,0,1,1,0,1,,0.543418616,1.3,98.7,26.0,2228.640000000001,2.47606118529684,97.52393881470306,1784.5699999999997,444.0699999999997,1340.4999999999995,0.8007439514681594,85.71692307692312,-1340.4999999999995,96.52393881470316,-1.476061185296942,50.0,2725.290000000001,2.4214516620249458,97.578548337975,2153.16,572.1300000000001,1581.0299999999995,0.7900663782569926,54.505800000000015,-1581.0299999999995,96.57854833797504,-1.4214516620250066,260.0,6596.139999999999,4.193406446800706,95.8065935531993,4175.7599999999975,2420.38,1755.38,0.6330611539476115,25.369769230769226,-1755.38,94.80659355319928,-3.1934064468006937,727.0,13331.399999999998,20.096385525901265,79.90361447409875,8113.999999999998,5217.4000000000015,2896.6,0.6086382525466192,18.337551581843183,-2896.6,78.90361447409873,-19.09638552590125,1,-0.7,-1.7,-11.7,-48.7,0.337870330223434,0.1,-1164.9619999999995,0.6479123613214214,2026-04-30
KXBTC15M-26APR292115-15,1777511644629318144,1,89,0,BTC,0,signals,B,0,1,1,1,1,1,,1006.65472,2026-04-30T01:14:04.629318+00:00,1,3,NO,55,1,1,99,99,98,0.01,0.0,-1.0,-1.0,0.0,0.0,0.0,0,7618676.0,0.0,1.0,-9.0,606580.0,,,,,,,,,,,7625878.0,,,,,0,1,1,1,1,,0.104818144,2.1,97.9,543.0,22973.71000000008,4.378723244961906,95.6212767550397,14093.190000000031,8880.51999999996,5212.670000000009,0.6134485897140681,42.30885819521193,-5212.670000000009,93.6212767550381,-2.378723244960298,978.0,40455.96999999974,12.384066381303048,87.61593361869838,26508.110000000044,13947.859999999911,12560.250000000004,0.6552335786288208,41.36602249488726,-12560.250000000004,85.61593361869696,-10.384066381301622,3737.0,142476.4199999995,31.8614399140576,68.13856008594296,74083.77999999984,68392.63999999982,5691.139999999956,0.5199722171570573,38.12588172330733,-5691.139999999956,66.1385600859424,-29.861439914057044,8746.0,303290.4399999994,36.108160333045866,63.8918396669544,161766.0599999998,141524.37999999983,20241.67999999994,0.5333701253491541,34.677617196432585,-20241.67999999994,61.89183966695413,-34.1081603330456,1,-11.900000000000002,-47.9,-23.9,-46.9,0.1612456994638141,0.1453037195611453,-4643.556000000013,0.9051263372445122,2026-04-30
KXBTC15M-26APR292115-15,1777511647622350592,1,88,0,BTC,0,signals,B,0,1,1,1,1,1,,997.181952,2026-04-30T01:14:07.622351+00:00,1,3,NO,52,1,1,99,99,99,0.01,0.0,-1.0,-1.0,0.0,0.0,0.0,0,7620185.0,0.0,1.0,-7.0,609663.0,,,,,,,,,,,7625878.0,,,,,0,1,1,0,1,,0.023680592,1.7000000000000002,98.3,558.0,24097.990000000165,4.018385641292704,95.98161435870831,14392.340000000026,9705.649999999963,4686.690000000004,0.5972423426186138,43.18636200716875,-4686.690000000004,94.98161435870728,-3.0183856412916867,956.0,39995.519999999786,10.431412243171366,89.56858775682973,26424.550000000047,13570.969999999928,12853.580000000004,0.6606877470276719,41.83631799163157,-12853.580000000004,88.56858775682863,-9.431412243170271,3777.0,143947.68999999954,31.527495189398543,68.4725048106019,74441.41999999985,69506.26999999983,4935.149999999954,0.5171421646293879,38.11164680963716,-4935.149999999954,67.47250481060146,-30.527495189398092,8792.0,304889.13999999943,35.92551451324251,64.07448548675772,162171.1299999998,142718.00999999983,19453.119999999937,0.5319019562323541,34.67801865332114,-19453.119999999937,63.07448548675749,-34.92551451324228,1,-10.3,-32.3,-24.3,-47.3,0.1674079660465565,0.147736298649722,-4193.175000000008,0.9768672062505996,2026-04-30
KXBTC15M-26APR292115-15,1777511692624301568,1,88,0,BTC,0,signals,B,0,1,1,1,1,1,,999.95648,2026-04-30T01:14:52.624302+00:00,1,3,NO,7,1,1,99,99,99,0.01,0.0,-1.0,-1.0,0.0,0.0,0.0,0,7620418.0,7.0,3.0,-7.0,632328.0,,,,,,,,,,,7625878.0,,,,,0,1,1,0,1,,0.677401568,0.1,99.9,46.0,7456.840000000026,0.1678499203424511,99.8321500796572,4033.039999999979,3423.7999999999884,609.239999999998,0.5408510843735369,162.1052173913049,-609.239999999998,98.83215007965757,0.832150079657211,407.0,26308.94999999984,1.4854311555579611,98.51456884444444,17448.91000000006,8860.040000000008,8588.870000000012,0.6632309537248795,64.64115479115439,-8588.870000000012,97.51456884444204,-0.4854311555555739,3623.0,146076.83999999965,29.560956432245096,70.4390435677555,77385.78999999985,68691.04999999994,8694.73999999997,0.5297608436765201,40.31930444383098,-8694.73999999997,69.43904356775491,-28.56095643224449,8904.0,316164.26999999944,34.65663056423179,65.3433694357685,169170.7799999998,146993.48999999982,22177.28999999994,0.5350724166269645,35.50811657681935,-22177.28999999994,64.34336943576821,-33.656630564231506,1,-0.1999999999999999,-1.9,-31.9,-48.9,0.0510473802691791,0.0126966602263317,260.2339999999991,0.59616016765283,2026-04-30
KXXRP15M-26APR292130-30,1777512262259244800,1,86,4,XRP,2,signals,B,0,1,1,1,1,1,,1001.074944,2026-04-30T01:24:22.259245+00:00,1,3,NO,337,5,14,86,95,95,0.14,9.0,-1.0,-1.0,0.0,0.0,0.0,0,138.0,0.0,843.0,0.0,5881.0,,,,,,,,,,,137.0,,,,,1,0,1,-96,1,,5.0949708,13.0,87.0,15.0,911.63,7.011742702631548,92.98825729736843,8.629999999999995,903.0,-894.3699999999999,0.0094665598982043,60.77533333333333,894.3699999999999,87.98825729736845,-2.0117427026315653,31.0,1140.4899999999996,7.7823347859253404,92.2176652140747,22.629999999999995,1117.8599999999997,-1095.23,0.0198423484642565,36.78999999999999,1095.23,87.21766521407466,-2.7823347859253005,110.0,2227.45,16.76146490381378,83.23853509618625,152.0,2075.45,-1923.45,0.0682394666546948,20.249545454545448,1923.45,78.23853509618621,-11.761464903813746,182.0,2940.9299999999994,20.227834392522094,79.77216560747793,471.5,2469.4299999999994,-1997.93,0.1603234351038617,16.158956043956042,1997.93,74.7721656074779,-15.22783439252207,1,4.0,1.0,-21.0,-25.0,0.409270690700128,0.1363636363636363,702.0249999999999,0.1640696949688422,2026-04-30
KXETH15M-26APR292130-30,1777512404165260544,0,91,2,ETH,1,signals,B,0,1,1,1,1,1,,998.972672,2026-04-30T01:26:44.165261+00:00,1,3,YES,195,94,95,5,6,95,0.95,1.0,-1.0,-1.0,0.0,0.0,0.0,0,227116.0,0.0,3.0,13.0,21394.0,,,,,,,,,,,226807.0,,,,,1,1,1,4,1,,0.501866544,96.0,4.0,30.0,137.6800000000003,93.88617083091135,6.113829169087149,134.28000000000063,3.399999999999636,130.8800000000001,0.9753050552004676,4.589333333333343,130.8800000000001,1.113829169088632,-1.113829169088632,44.0,432.9100000000017,90.4454182162574,9.554581783742217,347.8500000000004,85.05999999999949,262.7900000000002,0.8035157423020929,9.838863636363676,262.7900000000002,4.554581783742606,-4.554581783742606,362.0,4065.829999999999,72.64733203306585,27.35266796693411,2095.989999999999,1969.84,126.15000000000076,0.5155134376006866,11.231574585635355,126.15000000000076,22.35266796693415,-22.35266796693415,681.0,10697.45,67.00841247213121,32.99158752786877,6418.719999999998,4278.7300000000005,2139.9900000000007,0.6000233700554805,15.70844346549192,2139.9900000000007,27.991587527868788,-27.991587527868788,1,5.099999999999994,6.0,16.0,38.00000000000001,0.0338627045400325,0.0828729281767955,118.26500000000004,0.6658381225649035,2026-04-30
KXBTC15M-26APR292130-30,1777512412621211136,0,89,2,BTC,0,signals,B,0,1,1,1,1,1,,998.960384,2026-04-30T01:26:52.621211+00:00,1,3,YES,187,95,95,5,5,95,0.95,0.0,-1.0,-1.0,0.0,0.0,0.0,0,7628426.0,2.0,1.0,9.0,449855.0,,,,,,,,,,,7621327.0,,,,,1,1,1,4,1,,0.240380136,95.3,4.7,300.0,9817.579999999927,93.7455381061326,6.254461893868144,4789.670000000042,5027.910000000033,-238.2400000000016,0.487866663678837,32.72526666666643,-238.2400000000016,1.2544618938674148,-1.2544618938674148,522.0,18586.289999999863,90.57794024520284,9.422059754797914,8749.449999999997,9836.84000000007,-1087.3900000000103,0.4707475241158974,35.60591954022962,-1087.3900000000103,4.422059754797175,-4.422059754797175,2918.0,112361.83999999972,61.26741093773479,38.73258906226536,62983.37999999969,49378.45999999997,13604.919999999953,0.5605406604235018,38.506456477038974,13604.919999999953,33.73258906226521,-33.73258906226521,5949.0,224927.97999999943,54.82133385539676,45.17866614460341,124329.87999999974,100598.09999999992,23731.77999999997,0.5527541749141217,37.80937636577566,23731.77999999997,40.17866614460324,-40.17866614460324,1,5.299999999999997,10.299999999999995,34.3,46.3,0.0873746816534862,0.1028101439342015,-1598.7319999999968,0.8062044618231455,2026-04-30
KXETH15M-26APR292130-30,1777512431168271360,0,95,2,ETH,1,signals,B,0,1,1,1,1,1,,1002.01088,2026-04-30T01:27:11.168271+00:00,1,3,YES,168,96,97,3,4,97,0.97,1.0,-1.0,-1.0,0.0,0.0,0.0,0,227159.0,0.0,1.0,15.0,21709.0,,,,,,,,,,,226807.0,,,,,1,1,1,2,1,,4.34801736,96.3,3.7,20.0,167.42000000000007,96.31833114323248,3.681668856767465,136.02999999999977,31.390000000000327,104.64000000000031,0.8125074662525367,8.371000000000004,104.64000000000031,0.6816688567675158,-0.6816688567675158,51.0,372.0300000000007,94.17362309491168,5.826376905087975,262.3100000000004,109.72000000000024,152.5900000000006,0.7050775475096093,7.294705882352954,152.5900000000006,2.82637690508831,-2.82637690508831,342.0,3830.859999999999,73.36657330207844,26.633426697921543,2075.1299999999983,1755.7300000000005,319.400000000001,0.5416877672376434,11.201345029239762,319.400000000001,23.633426697921564,-23.633426697921564,697.0,10854.87,67.434047667084,32.565952332915984,6544.749999999998,4310.120000000001,2234.630000000001,0.6029321401361784,15.573701578192251,2234.630000000001,29.565952332916,-29.565952332916,1,0.9000000000000057,6.099999999999994,35.3,38.3,0.0437029805317866,0.0584795321637426,72.70000000000023,0.186985182112423,2026-04-30
KXBTC15M-26APR292130-30,1777512434624311552,0,93,2,BTC,0,signals,B,0,1,1,1,1,1,,1000.980224,2026-04-30T01:27:14.624311+00:00,1,3,YES,165,97,97,3,3,96,0.97,0.0,-1.0,-1.0,0.0,0.0,0.0,0,7628855.0,0.0,0.0,9.0,464287.0,,,,,,,,,,,7621327.0,,,,,1,1,1,3,1,,0.135267552,97.0,3.0,202.0,8351.209999999905,95.82201237904664,4.177987620954498,3497.1399999999994,4854.070000000007,-1356.9300000000148,0.4187584793101885,41.342623762375766,-1356.9300000000148,0.1779876209533597,-0.1779876209533597,499.0,18972.27999999988,94.04690153213102,5.953098467869599,8659.680000000022,10312.600000000037,-1652.9200000000164,0.4564385514023658,38.02060120240457,-1652.9200000000164,1.9530984678689836,-1.9530984678689836,2930.0,116259.67999999966,63.71392084512897,36.28607915487122,64559.8299999997,51699.84999999998,12859.979999999938,0.5553071365756374,39.67907167235483,12859.979999999938,32.28607915487103,-32.28607915487103,6099.0,232143.96999999936,56.098893109306346,43.90110689069385,127229.18999999974,104914.77999999993,22314.40999999996,0.5480615757540465,38.06262829972116,22314.40999999996,39.90110689069365,-39.90110689069365,1,1.8000000000000114,9.0,53.0,48.0,0.0718323841937284,0.0689419795221843,-2642.9280000000085,0.8808496272427595,2026-04-30
KXBTC15M-26APR292130-30,1777512445627256832,0,88,2,BTC,0,signals,B,0,1,1,1,1,1,,1004.929536,2026-04-30T01:27:25.627257+00:00,1,3,YES,154,97,97,3,3,98,0.97,0.0,-1.0,-1.0,0.0,0.0,0.0,0,7628945.0,0.0,1.0,9.0,474309.0,,,,,,,,,,,7621327.0,,,,,1,1,1,1,1,,0.108927832,98.3,1.7000000000000002,227.0,10895.979999999952,96.76209179899502,3.23790820100542,6807.959999999992,4088.019999999975,2719.939999999988,0.6248139221988313,47.99991189427292,2719.939999999988,1.2379082010049842,-1.2379082010049842,519.0,21566.5799999999,95.4144924229996,4.585507577000845,11255.600000000037,10310.980000000023,944.6199999999844,0.5219000880065401,41.55410404624258,944.6199999999844,2.585507577000385,-2.585507577000385,2907.0,117391.3799999997,65.92191459032186,34.078085409678295,65738.0299999997,51653.34999999998,14084.679999999937,0.5599902650433095,40.382311661506606,14084.679999999937,32.07808540967814,-32.07808540967814,6192.0,237154.61999999936,56.97518579229035,43.02481420770983,131229.24999999974,105925.36999999992,25303.879999999957,0.5533489079824803,38.30016472868207,25303.879999999957,41.02481420770965,-41.02481420770965,1,3.0,6.399999999999992,61.3,49.3,0.0928175475916543,0.0780873753009975,1311.4719999999943,0.9017719378514074,2026-04-30
